tip	date	distance	residual
EM074352_2014-07-22_LB4_LBR	2014.5535021674652	1.0567864999999999E-4	-1.568928226611772E-4
EM074391_2014-07-26_LB4_LBR	2014.5644535706138	1.0567444999999997E-4	-1.595182679269098E-4
EM074392_2014-07-25_LB4_LBR	2014.5617157198267	1.0566934999999996E-4	-1.5886805661053218E-4
EM074353_2014-07-22_LB4_LBR	2014.5535021674652	1.5850114999999994E-4	-1.0407032266117726E-4
LIBR10065_2014-09-21_LB7_LBR	2014.7205110654802	5.300954999999997E-5	-2.495359129639324E-4
LIBR10030_2014-08-16_LB7_LBR	2014.6219484371436	1.0608355000000005E-4	-1.728707055721724E-4
LIBR10029_2014-08-16_LB7_LBR	2014.6219484371436	1.5933734999999994E-4	-1.1961690557217252E-4
LIBR10025_2014-08-16_LB7_LBR	2014.6219484371436	1.0608915E-4	-1.7286510557217244E-4
LIBR0079_2014-11-07_LB7_LBR	2014.8493041295917	1.5914924999999998E-4	-1.7422314947478505E-4
LIBR0993_2015-01-21_LB7_LBR	2015.0546429386266	1.5914245000000005E-4	-2.2337829820771526E-4
LIBR1413_2015-02-14_LB7_LBR	2015.1203513575176	2.6553345E-4	-1.327147698022219E-4
LIBR1221_2015-02-04_LB7_LBR	2015.0929728496465	2.1226835000000003E-4	-1.794267566378904E-4
LIBR1195_2015-02-02_LB7_LBR	2015.087497148072	2.1269344999999993E-4	-1.7769103400496868E-4
CDC1469_2014-09-24_LB7_LBR	2014.7287246178416	2.6505224999999997E-4	-3.945914691328735E-5
LIBR10250_2014-06-23_NA_LBR	2014.4741044946384	5.4041750000000025E-5	-1.8952569448444932E-4
LIBR10265_2014-10-18_NA_LBR	2014.794433036733	1.6063395000000006E-4	-1.5960491850784938E-4
LIBR10237_2014-07-11_NA_LBR	2014.5233858088068	1.715000000008493E-8	-2.5534589818035694E-4
LIBR10202_2014-08-27_NA_LBR	2014.652064795802	1.5965805E-4	-1.265046300529926E-4
LIBR10088_2014-08-26_NA_LBR	2014.6493269450148	2.1261045000000003E-4	-7.289691873650392E-5
LIBR10087_2014-08-26_NA_LBR	2014.6493269450148	1.6059385000000004E-4	-1.249135187365039E-4
LIBR10086_2014-08-26_NA_LBR	2014.6493269450148	1.0609085000000004E-4	-1.794165187365039E-4
KP178538_2014-08-03_NA_LBR	2014.5863563769108	1.0567864999999999E-4	-1.647565584584305E-4
EM080269_2014-07-12_NA_LBR	2014.5261236595938	5.295885000000003E-5	-2.0305950949679017E-4
LIBR10267_2014-10-05_LB5_LBR	2014.7588409765	2.6474875000000024E-4	-4.697107139410724E-5
LIBR0177_2014-11-14_LB5_LBR	2014.8684690851014	4.7711625000000017E-4	1.391566713101831E-4
MH13203_2015-03-20_LB5_LBR	2015.213324207164	4.0863775000000014E-4	-1.1863749923009302E-5
MH2012684_2015-03-27_LB5_LBR	2015.232489162674	4.8981065E-4	6.472197086190303E-5
LIBR10130_2014-09-01_LB5_LBR	2014.6657540497376	2.1165765000000016E-4	-7.77815866351582E-5
CDC659_2014-09-09_LB5_LBR	2014.6876568560347	2.116539500000002E-4	-8.302777716667886E-5
LIBR10261_2014-10-14_LB5_LBR	2014.7834816335844	3.183562500000002E-4	7.386267579388619E-7
LIBR10252_2014-09-15_LB5_LBR	2014.7040839607575	1.5886135000000014E-4	-1.3975224506533333E-4
LIBR0505_2014-12-10_LB5_LBR	2014.9396532055669	4.2556655000000024E-4	7.056887708275475E-5
LIBR0503_2014-12-10_LB5_LBR	2014.9396532055669	3.715274500000001E-4	1.6529777082754634E-5
LIBR0176_2014-11-14_LB5_LBR	2014.8684690851014	2.6545725000000017E-4	-7.25023286898169E-5
LIBR0286_2014-11-22_LB5_LBR	2014.8903718913987	5.324583500000003E-4	1.8925628077860702E-4
LIBR0284_2014-11-22_LB5_LBR	2014.8903718913987	6.933303500000004E-4	3.501282807786071E-4
LIBR10103_2014-08-20_LB5_LBR	2014.632899840292	2.1528305000000024E-4	-6.629245083790482E-5
LIBR10169_2014-08-24_LB5_LBR	2014.6438512434406	1.5877715000000038E-4	-1.254195961036928E-4
LIBR10076_2014-09-20_LB5_LBR	2014.7177732146931	1.5878335000000032E-4	-1.431068016474989E-4
LIBR10035_2014-08-15_LB5_LBR	2014.6192105863563	1.5877325000000035E-4	-1.1952569425568345E-4
LIBR10148_2014-09-20_LB5_LBR	2014.7177732146931	1.5876715000000033E-4	-1.431230016474989E-4
LIBR10224_2014-09-26_LB5_LBR	2014.734200319416	3.7312105000000036E-4	6.729903045384674E-5
LIBR10036_2014-08-10_LB5_LBR	2014.6055213324207	1.0571445000000027E-4	-1.6930793767351777E-4
LIBR10136_2014-09-09_LB5_LBR	2014.6876568560347	2.1192855000000028E-4	-8.275317716667879E-5
LIBR0118_2014-11-10_LB5_LBR	2014.857517681953	3.1821115000000026E-4	-1.7127183424084217E-5
LIBR0067_2014-11-06_LB5_LBR	2014.8465662788044	3.713432500000002E-4	3.862616184164831E-5
LIBR10154_2014-09-13_LB5_LBR	2014.6986082591832	2.1231635000000025E-4	-8.498662243241141E-5
LIBR10110_2014-08-20_LB5_LBR	2014.632899840292	1.0569465000000024E-4	-1.758808508379048E-4
LIBR10251_2014-09-15_LB5_LBR	2014.7040839607575	1.5884475000000012E-4	-1.3976884506533335E-4
LIBR10151_2014-09-09_LB5_LBR	2014.6876568560347	2.650755500000002E-4	-2.9606177166678843E-5
index-10y_2015-11-20	2015.8842117271274	2.644889500000002E-4	-3.1659112708879117E-4
sibling-8y_2015-11-20	2015.8842117271274	2.646523500000002E-4	-3.164277270887912E-4
LIBR10137_2014-09-09_LB5_LBR	2014.6876568560347	1.0568035000000025E-4	-1.890013771666788E-4
LIBR10204_2014-08-27_LB5_LBR	2014.652064795802	4.2404085000000017E-4	1.3787816994700755E-4
LIBR10062_2014-09-23_LB5_LBR	2014.7259867670546	4.244755500000003E-4	1.2061946440314613E-4
LIBR10061_2014-09-23_LB5_LBR	2014.7259867670546	4.0617015000000024E-4	1.0231406440314606E-4
LIBR10050_2014-10-01_LB5_LBR	2014.7478895733516	5.123173500000003E-4	2.0321877387162544E-4
EM078683_2014-12-11_LB5_GUI	2014.9423910563542	3.7002165000000033E-4	1.4368665766266182E-5
LIBR10055_2014-09-23_LB5_LBR	2014.7259867670546	3.8968235000000026E-4	8.582626440314608E-5
EM078779_2014-12-18_LB5_GUI	2014.961556011864	4.2269375000000007E-4	6.245358655117836E-5
EM078763_2014-12-17_LB5_GUI	2014.9588181610768	4.7577804999999985E-4	1.1619319786766681E-4
EM004437_2015-01-04_LB5_GUI	2015.0080994752452	4.755429499999999E-4	1.0416249417175916E-4
EM004414_2015-01-02_LB5_GUI	2015.002623773671	4.755441499999999E-4	1.0547431680462543E-4
EM004259_2014-12-26_LB5_GUI	2014.9834588181611	5.285235499999999E-4	1.630408960196575E-4
EM004201_2014-12-24_LB5_GUI	2014.9779831165868	5.285229499999999E-4	1.643509186525793E-4
EM004290_2014-12-27_LB5_GUI	2014.9861966689482	4.2270904999999986E-4	5.6571084703279815E-5
EM004438_2015-01-04_LB5_GUI	2015.0080994752452	5.287907499999999E-4	1.574102941717592E-4
EM004422_2015-01-02_LB5_GUI	2015.002623773671	4.7573155000000004E-4	1.0566171680462559E-4
EM078694_2014-12-14_LB5_GUI	2014.9506046087156	4.2269945000000006E-4	6.508053181696646E-5
EM078722_2014-12-16_LB5_GUI	2014.9560803102897	4.2269015000000014E-4	6.376060918410024E-5
EM004085_2014-12-19_LB5_GUI	2014.9642938626512	4.226845500000002E-4	6.178907523474533E-5
EM078706_2014-12-15_LB5_GUI	2014.9533424595027	4.7558305000000014E-4	1.173088205005334E-4
EM004059_2014-12-20_LB5_GUI	2014.9670317134382	4.755771500000001E-4	1.1402636391831208E-4
EM076472_2014-10-29_LB5_GUI	2014.8245493953914	3.698553500000002E-4	4.2408057011330625E-5
EM076403_2014-10-27_LB5_GUI	2014.819073693817	3.6984945000000016E-4	4.3712779644252374E-5
EM075076_2014-08-23_LB5_GUI	2014.6411133926533	3.6986625000000025E-4	8.632481521279574E-5
EM074821_2014-08-17_LB5_LBR	2014.6246862879307	3.699131500000002E-4	9.030358311139458E-5
EM074822_2014-08-17_LB5_LBR	2014.6246862879307	3.170148500000002E-4	3.740528311139458E-5
EM076217_2014-10-19_LB5_GUI	2014.79717088752	4.757494500000001E-4	1.5485527017571749E-4
EM075932_2014-10-10_LB5_GUI	2014.7725302304357	3.699211500000001E-4	5.492477202372688E-5
KP260802_2014-11-12_LB5_MLI	2014.8629933835273	5.812854499999999E-4	2.446364939429936E-4
KP260801_2014-11-21_LB5_MLI	2014.8876340406114	5.284536499999999E-4	1.8590689209509528E-4
KP260800_2014-11-12_LB5_MLI	2014.8629933835273	4.756109500000001E-4	1.3896199394299383E-4
KP260799_2014-10-23_LB5_MLI	2014.8081222906685	3.170364500000003E-4	-6.478975090014891E-6
EM075931_2014-10-10_LB5_GUI	2014.7725302304357	4.230537500000001E-4	1.0805737202372687E-4
EM075928_2014-10-10_LB5_GUI	2014.7725302304357	3.1704265000000024E-4	2.046272023727017E-6
EM075930_2014-10-10_LB5_GUI	2014.7725302304357	2.642115500000003E-4	-5.0784827976272946E-5
EM075929_2014-10-10_LB5_GUI	2014.7725302304357	3.170688500000003E-4	2.072472023727061E-6
EM074548_2014-08-08_LB5_LBR	2014.6000456308464	2.113668500000002E-4	-6.234491504059604E-5
EM075373_2014-08-30_LB5_GUI	2014.6602783481633	2.1136085000000022E-4	-7.676776400229184E-5
IP0645_2014-08-14_LB5_GUI	2014.6164727355692	2.1135705000000022E-4	-6.628658293925043E-5
IP1205_2014-10-02_LB5_GUI	2014.7506274241387	4.7578235000000023E-4	1.6602846255524772E-4
IP1063_2014-09-21_LB5_GUI	2014.7205110654802	3.1701475000000027E-4	1.4469287036067901E-5
IP1491_2014-10-16_LB5_GUI	2014.7889573351586	3.7075275000000006E-4	5.182450412507243E-5
EM078656_2014-12-09_LB5_GUI	2014.9369153547798	4.7637665000000015E-4	1.2203428839918781E-4
EM078556_2014-12-01_LB5_GUI	2014.9150125484828	4.2333495000000014E-4	7.4235078930653E-5
EM076383_2014-10-26_LB5_GUI	2014.81633584303	3.700299500000001E-4	4.454859096062998E-5
IP1454_2014-10-14_LB5_GUI	2014.7834816335844	3.704361500000001E-4	5.281852675793875E-5
IP1481_2014-10-15_LB5_GUI	2014.7862194843715	2.641880500000002E-4	-5.40848845584943E-5
IP1394_2014-10-11_LB5_GUI	2014.775268081223	3.170644500000002E-4	1.4127607072383095E-6
EM078670_2014-12-11_LB5_GUI	2014.9423910563542	7.403824500000001E-4	3.8472946576626594E-4
EM078639_2014-12-04_LB5_GUI	2014.9232261008442	6.345669500000001E-4	2.8350114498135355E-4
EM078416_2014-11-24_LB5_GUI	2014.8958475929728	3.699512500000002E-4	2.5438558145740586E-5
EM078415_2014-11-24_LB5_GUI	2014.8958475929728	5.836158500000001E-4	2.3910315814574049E-4
EM004494_2015-01-14_LB5_GUI	2015.0354779831166	4.7592405E-4	9.799048100737223E-5
EM004481_2015-01-11_LB5_GUI	2015.0272644307552	4.2284695000000005E-4	4.687931495667174E-5
EM078638_2014-12-03_LB5_GUI	2014.9204882500571	4.227815500000003E-4	7.237105629778686E-5
EM076335_2014-10-23_LB5_GUI	2014.8081222906685	4.228889500000003E-4	9.937352490998509E-5
EM076334_2014-10-23_LB5_GUI	2014.8081222906685	4.227173500000003E-4	9.920192490998512E-5
EM076191_2014-10-18_LB5_GUI	2014.794433036733	3.170925500000001E-4	-3.1463185078493133E-6
EM076192_2014-10-18_LB5_GUI	2014.794433036733	2.6418225000000015E-4	-5.605661850784929E-5
IP0768_2014-08-27_LB5_GUI	2014.652064795802	2.113585500000002E-4	-7.480413005299242E-5
EM075447_2014-08-31_LB5_GUI	2014.6630161989506	2.1136595000000022E-4	-7.74179753187805E-5
EM075435_2014-08-30_LB5_GUI	2014.6602783481633	3.8763125000000035E-4	9.950263599770828E-5
EM000457_2014-09-12_LB5_GUI	2014.695870408396	4.227475500000002E-4	1.2609988888396617E-4
IP1623_2014-10-24_LB5_GUI	2014.8108601414556	3.6988715E-4	4.571641359355167E-5
IP1622_2014-10-22_LB5_GUI	2014.8053844398814	5.828349499999998E-4	2.599748362264178E-4
IP1561_2014-10-19_LB5_GUI	2014.79717088752	4.7605885E-4	1.551646701757174E-4
IP1340_2014-10-08_LB5_GUI	2014.7670545288615	4.229832499999999E-4	1.0929749465659298E-4
IP1321_2014-10-07_LB5_GUI	2014.7643166780745	5.314758499999999E-4	2.1844540597297057E-4
IP1274_2014-10-04_LB5_GUI	2014.756103125713	3.6989665E-4	5.883213992232566E-5
IP1339_2014-10-08_LB5_GUI	2014.7670545288615	3.6989305000000006E-4	5.620729465659314E-5
IP1121_2014-09-25_LB5_GUI	2014.7314624686287	4.228700499999999E-4	1.1770334177027943E-4
IP1445_2014-10-14_LB5_GUI	2014.7834816335844	3.698766499999999E-4	5.225902675793856E-5
IP1568_2014-10-18_LB5_GUI	2014.794433036733	3.698722499999999E-4	4.963338149215047E-5
IP1210_2014-10-02_LB5_GUI	2014.7506274241387	4.2269944999999984E-4	1.1294556255524732E-4
IP1355_2014-10-09_LB5_GUI	2014.7697923796486	3.698627499999999E-4	5.552168334015985E-5
IP0633_2014-08-12_LB5_GUI	2014.6109970339949	3.6985785E-4	9.352483969361563E-5
IP0691_2014-08-21_LB5_GUI	2014.6356376910792	3.6985165000000004E-4	8.762083784566183E-5
IP1342_2014-10-08_LB5_GUI	2014.7670545288615	3.698455500000001E-4	5.61597946565932E-5
IP0789_2014-08-29_LB5_GUI	2014.6575404973762	4.2300085000000005E-4	1.3552754731414114E-4
IP1120_2014-09-25_LB5_GUI	2014.7314624686287	4.2305605000000023E-4	1.1788934177027976E-4
IP1480_2014-10-15_LB5_GUI	2014.7862194843715	3.172702500000002E-4	-1.0026845584942563E-6
LIBR10144_2014-09-20_LB5_LBR	2014.7177732146931	1.5851575000000014E-4	-1.4337440164749907E-4
LIBR10042_2014-08-04_LB5_LBR	2014.5890942276978	2.668105500000002E-4	-4.279969774863431E-6
LIBR10040_2014-08-04_LB5_LBR	2014.5890942276978	2.6581805000000015E-4	-5.2724697748635E-6
EM074462_2014-08-04_LB5_GUI	2014.5890942276978	1.585038500000001E-4	-1.1258666977486355E-4
LIBR10205_2014-09-19_LB1_LBR	2014.715035363906	4.779395500000001E-4	1.7670470966893405E-4
LIBR10079_2014-08-26_LB1_LBR	2014.6493269450148	2.6444265000000005E-4	-2.1064718736503907E-5
LIBR10078_2014-08-26_LB1_LBR	2014.6493269450148	2.6443655000000013E-4	-2.107081873650382E-5
EM074439_2014-08-01_LB1_GUI	2014.5808806753366	2.642046500000002E-4	-4.9199358255639985E-6
EM074438_2014-08-01_LB1_GUI	2014.5808806753366	2.6421525000000013E-4	-4.90933582556407E-6
EM000706_2014-09-21_LB1_GUI	2014.7205110654802	3.1711115000000007E-4	1.4565687036067706E-5
EM000128_2014-09-04_LB1_GUI	2014.673967602099	3.170685500000001E-4	2.5663379415486755E-5
EM000219_2014-09-07_LB1_GUI	2014.6821811544605	3.7010575000000017E-4	7.67346454661874E-5
EM074436_2014-08-01_LB1_GUI	2014.5808806753366	2.6421055000000015E-4	-4.9140358255640466E-6
EM074437_2014-08-01_LB1_GUI	2014.5808806753366	2.6419945000000016E-4	-4.925135825564037E-6
EM080065_2014-06-20_LB1_LBR	2014.465890942277	5.284835000000019E-5	-1.887531605350942E-4
LIBR10127_2014-08-22_LB1_LBR	2014.6383755418663	2.131222500000001E-4	-6.976387347077125E-5
EM080067_2014-06-20_LB1_LBR	2014.465890942277	5.285345000000008E-5	-1.887480605350943E-4
LIBR10027_2014-08-16_LB1_LBR	2014.6219484371436	1.599622500000001E-4	-1.1899200557217236E-4
EM074720_2014-08-14_LB1_LBR	2014.6164727355692	2.1137425000000002E-4	-6.626938293925063E-5
LIBR10271_2014-08-26_NA_LBR	2014.6493269450148	1.0569185000000005E-4	-1.798155187365039E-4
EM075043_2014-08-22_NA_LBR	2014.6383755418663	2.6420135000000005E-4	-1.8684773470771304E-5
LIBR10277_2014-08-26_LB2_LBR	2014.6493269450148	5.2848750000000106E-5	-2.3265861873650385E-4
LIBR10241_2014-06-25_LB2_LBR	2014.4795801962127	5.28525500000001E-5	-1.9202551711731554E-4
LIBR10230_2014-09-26_LB2_LBR	2014.734200319416	2.6480505E-4	-4.1016969546153596E-5
LIBR10072_2014-09-20_LB2_LBR	2014.7177732146931	3.7336775000000014E-4	7.147759835250092E-5
LIBR10066_2014-09-20_LB2_LBR	2014.7177732146931	2.645700500000001E-4	-3.7320101647499095E-5
EM004589_2015-01-31_LB2_GUI	2015.0820214464977	5.2846485E-4	1.3939098862789773E-4
LIBR10092_2014-08-17_LB2_LBR	2014.6246862879307	1.5854715000000012E-4	-1.2106241688860549E-4
LIBR10033_2014-08-15_LB2_LBR	2014.6192105863563	1.585534500000001E-4	-1.197454942556837E-4
LIBR10098_2014-08-17_LB2_LBR	2014.6246862879307	2.1163255000000006E-4	-6.797701688860555E-5
LIBR10021_2014-08-18_LB2_LBR	2014.6274241387177	2.1162895000000013E-4	-6.863592820503862E-5
LIBR10093_2014-08-17_LB2_LBR	2014.6246862879307	1.585305500000001E-4	-1.2107901688860552E-4
LIBR10081_2014-08-26_LB2_LBR	2014.6493269450148	2.1735675000000005E-4	-6.81506187365039E-5
LIBR10017_2014-08-19_LB2_LBR	2014.6301619895048	2.1232314999999996E-4	-6.859703952147195E-5
LIBR10060_2014-09-23_LB2_LBR	2014.7259867670546	2.689776500000001E-4	-3.4878435596854065E-5
LIBR0707_2014-12-29_LB2_LBR	2014.9916723705226	2.675573500000001E-4	-9.989123792964176E-5
LIBR0430_2014-12-03_LB2_LBR	2014.9204882500571	2.6534115000000004E-4	-8.50693437022134E-5
LIBR10139_2014-09-09_LB2_LBR	2014.6876568560347	2.1175085000000007E-4	-8.2930877166679E-5
EM000958_2014-09-30_LB2_GUI	2014.7451517225645	4.759571500000002E-4	1.6751388518805848E-4
LIBR10179_2014-10-11_LB2_LBR	2014.775268081223	2.6486245E-4	-5.078923929276191E-5
LIBR10051_2014-10-01_LB2_LBR	2014.7478895733516	9.028763499999998E-4	5.93777773871625E-4
LIBR10168_2014-09-20_LB2_LBR	2014.7177732146931	2.1180334999999998E-4	-9.008680164749924E-5
BF-LN_2014-08-24_LB2_LBR	2014.6438512434406	2.129152500000001E-4	-7.128149610369306E-5
BF-CN_2014-08-25_LB2_LBR	2014.6465890942277	1.585941500000001E-4	-1.2625790742012622E-4
BF-MN1_2014-08-10_LB2_LBR	2014.6055213324207	1.5859055000000006E-4	-1.1643183767351799E-4
LIBR10106_2014-08-20_LB2_LBR	2014.632899840292	1.5858075000000008E-4	-1.2299475083790497E-4
LIBR10113_2014-08-20_LB2_LBR	2014.632899840292	1.5857715000000005E-4	-1.22998350837905E-4
BF-SN_2014-08-24_LB2_LBR	2014.6438512434406	1.5856855000000004E-4	-1.2562819610369312E-4
BF-MN3_2014-08-10_LB2_LBR	2014.6055213324207	1.057228500000001E-4	-1.6929953767351794E-4
LIBR10053_2014-10-01_LB2_LBR	2014.7478895733516	3.184637500000001E-4	9.365173871625217E-6
LIBR0090_2014-11-08_LB2_LBR	2014.8520419803788	7.452043500000001E-4	4.111766392087819E-4
LIBR10056_2014-09-23_LB2_LBR	2014.7259867670546	2.6537705000000014E-4	-3.847903559685403E-5
LIBR10180_2014-10-11_LB2_LBR	2014.775268081223	5.285625000000017E-5	-2.627954392927617E-4
LIBR0173_2014-11-14_LB2_LBR	2014.8684690851014	4.2545085000000025E-4	8.749127131018317E-5
LIBR4748_2015-06-29_LB2_LBR	2015.4898471366644	1.586710500000003E-4	-3.280168928833678E-4
LIBR4866_2015-07-02_LB2_LBR	2015.4980606890258	2.1183765000000018E-4	-2.768162268326674E-4
LIBR5046_2015-07-07_LB2_LBR	2015.5117499429614	1.5868295000000024E-4	-3.332474834148886E-4
LIBR5307_2015-07-12_LB2_LBR	2015.5254391968972	1.5866555000000027E-4	-3.365414399971098E-4
LIBR4808_2015-07-01_LB2_LBR	2015.4953228382387	1.5866165000000024E-4	-3.293369155162897E-4
LIBR5081_2015-07-08_LB2_LBR	2015.5144877937487	2.1283675000000022E-4	-2.7974899473132175E-4
BF-DN_2014-08-25_LB2_LBR	2014.6465890942277	1.0575885000000024E-4	-1.7909320742012607E-4
BF-KN_2014-08-24_LB2_LBR	2014.6438512434406	1.0575255000000026E-4	-1.784441961036929E-4
BF-MN2_2014-08-10_LB2_LBR	2014.6055213324207	1.0574835000000023E-4	-1.692740376735178E-4
LIBR10170_2014-08-17_LB2_LBR	2014.6246862879307	1.0627295000000012E-4	-1.7333661688860547E-4
LIBR10307_2014-10-02_LB6_LBR	2014.7506274241387	2.649525500000001E-4	-4.480133744475239E-5
LIBR10209_2014-09-19_LB6_LBR	2014.715035363906	3.1817905000000005E-4	1.694420966893398E-5
LIBR0008_2014-10-31_LB6_LBR	2014.8300250969655	3.7208144999999995E-4	4.3323534378464064E-5
LIBR10135_2014-09-07_LB6_LBR	2014.6821811544605	3.1816635000000005E-4	2.479524546618729E-5
LIBR0605_2014-12-20_LB6_LBR	2014.9670317134382	4.777181500000001E-4	1.1616736391831207E-4
LIBR0423_2014-12-03_LB6_LBR	2014.9204882500571	4.254504500000001E-4	7.503995629778667E-5
LIBR10210_2014-09-19_LB6_LBR	2014.715035363906	3.474903500000001E-4	4.625550966893405E-5
LIBR10208_2014-09-19_LB6_LBR	2014.715035363906	2.6506385E-4	-3.617099033106604E-5
LIBR10052_2014-10-01_LB6_LBR	2014.7478895733516	2.650580500000001E-4	-4.404052612837477E-5
LIBR10195_2014-08-26_LB6_LBR	2014.6493269450148	1.5898655000000012E-4	-1.2652081873650383E-4
LIBR10145_2014-09-20_LB6_LBR	2014.7177732146931	2.1217365000000016E-4	-8.971650164749906E-5
LIBR10074_2014-09-20_LB6_LBR	2014.7177732146931	2.122659500000002E-4	-8.962420164749903E-5
LIBR10071_2014-09-20_LB6_LBR	2014.7177732146931	2.653934500000002E-4	-3.649670164749901E-5
LIBR10054_2014-09-23_LB6_LBR	2014.7259867670546	2.653782500000002E-4	-3.847783559685395E-5
LIBR10201_2014-08-27_LB6_LBR	2014.652064795802	2.1416585000000015E-4	-7.199683005299247E-5
LIBR10037_2014-08-10_LB6_LBR	2014.6055213324207	1.0626305000000022E-4	-1.6875933767351782E-4
LIBR10187_2014-08-19_LB6_LBR	2014.6301619895048	5.301825000000023E-5	-2.279019395214717E-4
LIBR10112_2014-08-20_LB6_LBR	2014.632899840292	2.1290365000000016E-4	-6.86718508379049E-5
LIBR0279_2014-11-22_LB6_LBR	2014.8903718913987	2.6962255000000015E-4	-7.357951922139314E-5
LIBR10240_2014-06-24_NA_LBR	2014.4768423454254	1.071357500000002E-4	-1.3708700580088227E-4
LIBR11177_2014-10-05_LB8_LBR	2014.7588409765	6.9477845E-4	3.830586286058925E-4
LIBR10132_2014-09-08_LB8_LBR	2014.6849190052476	3.1845535000000005E-4	2.4428934149754136E-5
LIBR10255_2014-10-02_LB8_LBR	2014.7506274241387	3.1873465E-4	8.980762555247475E-6
LIBR10254_2014-10-02_LB8_LBR	2014.7506274241387	3.1864285E-4	8.888962555247504E-6
LIBR0157_2014-11-13_LB8_LBR	2014.8657312343144	3.1851275E-4	-1.8791517373383925E-5
LIBR10253_2014-09-16_LB8_LBR	2014.7068218115446	2.6630595E-4	-3.296295638176663E-5
LIBR10077_2014-08-26_LB8_LBR	2014.6493269450148	2.6552285E-4	-1.9984518736503964E-5
LIBR10020_2014-08-18_LB8_LBR	2014.6274241387177	2.6552914999999997E-4	-1.473572820503879E-5
LIBR10212_2014-09-19_LB8_LBR	2014.715035363906	3.7347344999999997E-4	7.22386096689339E-5
LIBR10008_2014-08-21_LB8_LBR	2014.6356376910792	3.1906705000000004E-4	3.683623784566184E-5
LIBR0229_2014-11-17_LB8_LBR	2014.8766826374629	5.850465500000001E-4	2.4512103736082803E-4
LIBR10031_2014-08-16_LB8_LBR	2014.6219484371436	2.125003500000001E-4	-6.645390557217235E-5
LIBR10118_2014-08-24_LB8_LBR	2014.6438512434406	2.1202445000000013E-4	-7.217229610369304E-5
LIBR10222_2014-09-26_NA_LBR	2014.734200319416	3.206025500000001E-4	1.4780530453846474E-5
LIBR0380_2014-11-28_NA_LBR	2014.9067989961213	3.1934745000000004E-4	-2.778648711999215E-5
EM080223_2014-07-04_NA_LBR	2014.5042208532968	7.424053500000001E-4	4.916294810347306E-4
LIBR10172_2014-09-01_LB3_LBR	2014.6657540497376	4.250534500000005E-4	1.3561421336484212E-4
LIBR0350_2014-11-26_LB3_LBR	2014.9013232945472	6.378896500000004E-4	2.9206633551287454E-4
LIBR0114_2014-11-10_LB3_LBR	2014.857517681953	4.7828005000000054E-4	1.4294171657591606E-4
LIBR0093_2014-11-08_LB3_LBR	2014.8520419803788	4.2499575000000053E-4	9.096803920878235E-5
LIBR0115_2014-11-10_LB3_LBR	2014.857517681953	3.7186795000000055E-4	3.652961657591607E-5
LIBR0116_2014-11-10_LB3_LBR	2014.857517681953	3.7186255000000055E-4	3.6524216575916073E-5
LIBR10100_2014-08-22_LB3_LBR	2014.6383755418663	2.122662500000004E-4	-7.061987347077096E-5
LIBR10156_2014-09-13_LB3_LBR	2014.6986082591832	2.1239305000000038E-4	-8.490992243241128E-5
LIBR11079_2014-10-02_LB3_LBR	2014.7506274241387	5.314928500000003E-4	2.2173896255524783E-4
LIBR10214_2014-09-29_LB3_LBR	2014.7424138717772	5.314983500000003E-4	2.237103965045472E-4
